cron_datetime,npc_kills,pod_kills,ship_jumps,ship_kills
2018-05-18 01:06:04.027594,281093,386,119387,975
2018-05-18 02:06:03.646711,291781,293,114948,829
2018-05-18 03:06:03.262962,340555,331,114379,983
2018-05-18 04:06:03.748357,369201,511,114601,1126
2018-05-18 05:06:03.328517,377738,487,110842,925
2018-05-18 06:06:03.790856,374262,355,108125,763
2018-05-18 07:06:03.198704,387302,337,105226,704
2018-05-18 08:06:03.725663,417090,308,104074,593
2018-05-18 09:06:03.289111,470305,324,106395,631
2018-05-18 10:06:03.784594,487951,344,112850,664
2018-05-18 11:06:03.770089,465366,313,114203,681
2018-05-18 12:06:03.798171,319893,238,91862,538
2018-05-18 13:06:03.302705,336854,288,92058,539
2018-05-18 14:06:03.855028,534770,413,130014,822
2018-05-18 15:06:03.469890,605681,479,152219,1055
2018-05-18 16:06:04.002942,625004,560,164778,1167
2018-05-18 17:06:03.545566,601242,565,172795,1138
2018-05-18 18:06:03.086045,545828,587,180524,1219
2018-05-18 19:06:03.617205,524844,658,188704,1424
2018-05-18 20:06:03.284297,504968,752,197528,1704
2018-05-18 21:06:03.918839,478808,892,209708,2074
2018-05-18 22:06:03.568513,459273,914,207388,2273
2018-05-18 23:06:03.133437,397311,835,189591,2043
2018-05-19 00:06:03.782653,322085,715,160105,1510
2018-05-19 01:06:03.375729,296384,507,133433,1025
2018-05-19 02:06:03.990596,306076,437,121886,894
2018-05-19 03:06:03.566009,335389,481,120893,921
2018-05-19 04:06:03.126447,375185,528,124090,1049
2018-05-19 05:06:03.724024,402775,511,126293,1046
2018-05-19 06:06:03.250770,430501,433,127618,904
2018-05-19 07:06:03.994058,472850,405,130250,910
2018-05-19 08:06:03.480649,522762,443,138562,986
2018-05-19 09:06:04.011935,587917,453,148375,964
2018-05-19 10:06:03.587952,616410,493,157242,969
2018-05-19 11:06:03.674541,590827,506,160094,1099
2018-05-19 12:06:03.338719,397982,391,127032,878
2018-05-19 13:06:03.910782,385758,391,130458,810
2018-05-19 14:06:04.032750,591902,557,182114,1190
2018-05-19 15:06:03.626755,652500,690,209627,1359
2018-05-19 16:06:03.212283,652275,789,219593,1580
2018-05-19 17:06:03.901319,615615,787,217755,1689
2018-05-19 18:06:03.602515,569115,779,217410,1506
2018-05-19 19:06:03.664574,540708,795,222353,1541
2018-05-19 20:06:03.314787,535520,856,233723,1779
2018-05-19 21:06:03.369371,509826,961,230915,1961
2018-05-19 22:06:03.905696,486693,982,222226,2103
2018-05-19 23:06:03.427692,440100,902,202301,1948
2018-05-20 00:06:04.004947,375963,709,176742,1483
2018-05-20 01:06:03.473882,330149,619,150041,1281
2018-05-20 02:06:04.032428,323052,557,135973,1144
2018-05-20 03:06:03.711087,344693,538,127947,1082
2018-05-20 04:06:03.397759,365825,590,130041,1151
2018-05-20 05:06:03.868970,391010,584,130910,1139
2018-05-20 06:06:03.360024,416995,585,130355,1080
2018-05-20 07:06:03.802618,479207,481,129035,925
2018-05-20 08:06:03.419226,551614,427,137131,961
2018-05-20 09:06:03.999776,617813,471,150587,1030
2018-05-20 10:06:04.030964,649509,500,162942,945
2018-05-20 11:06:03.820391,643231,529,170175,1007
2018-05-20 12:06:03.147956,445703,410,136238,837
2018-05-20 14:06:03.501733,622237,679,188124,1341
2018-05-20 15:06:03.405020,678067,822,210902,1616
2018-05-20 16:06:04.087162,674715,794,221215,1668
2018-05-20 17:06:03.762081,612315,840,230149,1704
2018-05-20 18:06:03.381401,566694,892,229868,1809
2018-05-20 19:06:04.190886,533217,1066,234868,2168
2018-05-20 20:06:03.843905,501926,1302,238961,2511
2018-05-20 21:06:03.570526,492883,1287,237046,2555
2018-05-20 22:06:03.176794,466619,1453,228515,2847
2018-05-20 23:06:03.715884,409903,1376,212851,2526
2018-05-21 00:06:03.365773,348878,954,169341,1683
2018-05-21 01:06:03.963620,304548,644,136343,1207
2018-05-21 02:06:03.664485,301838,422,123684,915
2018-05-21 03:06:03.323479,315295,411,116721,898
2018-05-21 04:06:03.933183,325430,512,116016,1139
2018-05-21 05:06:03.496066,314160,442,110660,1011
2018-05-21 06:06:05.335603,336238,349,105680,727
2018-05-21 07:06:13.560914,376114,320,107847,640
2018-05-21 08:06:03.408647,422598,324,111096,628
2018-05-21 09:06:04.045707,460197,320,116547,622
2018-05-21 10:06:03.968450,482196,322,127949,657
2018-05-21 11:06:03.353219,482262,347,129957,720
2018-05-21 12:06:03.862564,338402,289,104850,581
2018-05-21 13:06:04.233022,357640,316,110458,615
2018-05-21 14:06:04.022749,561267,525,151134,1117
2018-05-21 15:06:03.854583,616382,620,168050,1208
2018-05-21 16:06:03.470452,608157,569,179378,1113
2018-05-21 17:06:03.231134,569454,515,185153,1171
2018-05-21 18:06:03.900606,549495,631,190859,1276
2018-05-21 19:06:03.528756,542505,744,210633,1376
2018-05-21 20:06:03.294209,533195,759,226492,1385
2018-05-21 21:06:03.905842,512617,762,221928,1442
2018-05-21 22:11:23.828162,450832,786,205368,1586
2018-05-21 23:06:03.472039,374550,741,175554,1447
2018-05-22 00:06:03.301370,320222,545,142981,1068
2018-05-22 01:06:03.910987,298475,434,123507,997
2018-05-22 02:06:03.641009,318602,364,116968,917
2018-05-22 03:06:03.202986,326825,381,118886,837
2018-05-22 04:06:03.791486,335221,481,123381,974
2018-05-22 05:06:03.403046,351616,475,118384,989
2018-05-22 06:06:04.196061,379658,360,109815,796
2018-05-22 07:06:04.294227,404747,263,102661,641
2018-05-22 08:06:03.915251,446370,248,103658,552
2018-05-22 09:06:04.044135,448876,273,109081,578
2018-05-22 10:06:03.616277,468644,402,113763,732
2018-05-22 11:06:03.175440,466381,400,113943,671
2018-05-22 12:06:03.769373,332579,240,91546,450
2018-05-22 13:06:03.354236,348184,228,93778,469
2018-05-22 14:06:04.042949,541787,384,128649,775
2018-05-22 15:06:03.697510,607330,416,146717,883
2018-05-22 16:06:03.487616,611656,395,161437,930
2018-05-22 17:06:03.116960,578676,441,171670,1032
2018-05-22 18:06:04.205944,531916,519,185477,1190
2018-05-22 19:06:03.925027,510383,563,199430,1325
2018-05-22 20:06:04.014736,506689,628,217522,1439
2018-05-22 21:06:03.571477,486332,716,223439,1571
2018-05-22 22:06:03.107816,428513,747,200449,1605
2018-05-22 23:06:03.771407,353993,702,162660,1382
2018-05-23 00:06:03.291376,293941,512,135102,996
2018-05-23 01:06:03.801621,288512,337,123089,813
2018-05-23 02:06:03.429566,306140,355,118611,837
2018-05-23 03:06:03.970637,328333,364,118830,872
2018-05-23 04:06:03.471746,340890,350,114715,829
2018-05-23 05:06:04.072030,348974,355,110273,804
2018-05-23 06:06:03.945510,372389,310,100363,664
2018-05-23 07:06:03.621178,406077,289,96883,580
2018-05-23 08:06:04.205494,430963,272,98732,632
2018-05-23 09:06:03.445198,475746,239,103494,594
2018-05-23 10:06:04.061040,485544,262,107719,557
2018-05-23 11:06:04.099061,472180,345,109971,668
2018-05-23 12:06:04.139898,333677,290,87669,527
2018-05-23 13:06:03.705781,339606,275,91891,610
2018-05-23 14:06:03.246646,520421,390,128047,875
2018-05-23 15:06:03.836181,564352,428,143285,903
2018-05-23 16:06:03.535163,563368,448,155260,981
2018-05-23 17:06:03.102248,574613,404,162943,937
2018-05-23 19:06:03.638509,562042,554,186670,1019
2018-05-23 20:06:03.992680,547726,799,204648,1512
2018-05-23 21:06:03.652504,518841,894,209904,1723
2018-05-23 22:06:03.171828,461674,744,190265,1525
2018-05-23 23:06:03.744919,381945,592,157772,1195
2018-05-24 00:06:03.392510,328571,429,131067,893
2018-05-24 01:06:03.897872,299638,335,117537,765
2018-05-24 02:06:03.635448,299374,360,111559,746
2018-05-24 03:06:03.212019,321709,377,112364,803
2018-05-24 04:06:04.290822,340061,367,114528,817
2018-05-24 05:06:03.063037,370504,355,110719,728
2018-05-24 06:06:05.418114,389721,305,103223,602
2018-05-24 07:06:08.019222,408269,301,101433,608
2018-05-24 08:06:19.695102,430226,273,100102,594
2018-05-24 09:06:04.368957,453585,254,106361,566
2018-05-24 10:06:04.229698,483763,317,112736,638
2018-05-24 11:06:04.059478,484217,359,117244,716
2018-05-24 12:06:04.046334,278096,256,70136,476
2018-05-24 13:06:03.554274,4975,27,2257,29
2018-05-24 14:06:04.032679,166698,184,51520,377
2018-05-24 15:06:03.593087,472575,481,140729,948
2018-05-24 16:06:03.457185,598391,570,167997,1082
2018-05-24 17:06:03.201642,585763,598,171063,1140
2018-05-24 18:06:04.886465,548424,685,180561,1386
2018-05-24 19:06:03.811093,543688,760,202465,1535
2018-05-24 20:06:03.497451,536421,933,218147,1759
2018-05-24 21:06:03.976489,494626,1071,211824,1906
2018-05-24 22:06:03.639210,413228,830,188505,1541
2018-05-24 23:06:03.335645,355896,559,155383,1052
2018-05-25 00:06:04.054914,318523,444,125088,828
2018-05-25 01:06:03.667461,300387,332,112378,714
2018-05-25 02:06:03.419767,320830,314,112638,681
2018-05-25 03:06:04.094198,335195,355,116627,734
2018-05-25 04:06:03.730823,341413,370,114341,759
2018-05-25 05:06:03.457917,354994,353,108299,726
2018-05-25 06:06:04.093018,371173,334,104399,699
2018-05-25 07:06:03.287970,407252,272,100076,603
2018-05-25 08:06:03.935793,451803,231,102108,535
2018-05-25 09:06:03.885860,491674,275,106468,591
2018-05-25 10:06:03.495021,501937,272,111246,586
2018-05-25 11:06:03.318883,459300,312,115702,635
2018-05-25 12:06:03.589907,304558,273,88582,524
2018-05-25 13:06:03.129495,377432,288,97316,588
2018-05-25 14:06:03.787034,547048,474,143898,985
2018-05-25 15:06:03.326593,536577,536,155042,1087
2018-05-25 16:06:04.129986,542354,480,161297,1082
2018-05-25 17:06:03.754473,538160,490,167772,1236
2018-05-25 18:06:03.374906,521876,505,172096,1270
2018-05-25 19:06:03.925745,513514,568,179229,1419
2018-05-25 20:06:03.478321,482262,692,197564,1692
2018-05-25 21:06:04.129646,455802,773,204961,1803
2018-05-25 22:06:03.764640,416205,767,200123,1778
2018-05-25 23:06:03.562804,359056,670,174298,1548
2018-05-26 00:06:03.193542,314293,573,144125,1228
2018-05-26 01:06:03.800797,291858,439,127502,961
2018-05-26 02:06:03.401608,311781,423,123664,931
2018-05-26 03:06:04.119294,344932,501,119969,1056
2018-05-26 04:06:03.815481,363277,446,117964,1011
2018-05-26 05:06:03.404128,395049,425,118502,954
2018-05-26 06:06:03.925846,443561,499,123609,1011
2018-05-26 07:06:03.873075,497482,442,131834,888
2018-05-26 08:06:03.634449,538675,394,134658,843
2018-05-26 09:06:04.164600,571076,430,142937,889
2018-05-26 10:06:03.777460,578650,422,150451,871
2018-05-26 11:06:03.330460,527273,422,151983,870
2018-05-26 12:06:03.303879,363100,357,122520,714
2018-05-26 13:06:03.828559,425462,423,134598,921
2018-05-26 14:06:03.450113,618152,612,181243,1341
2018-05-26 15:06:04.826791,623691,705,194081,1414
2018-05-26 16:06:03.402711,591755,801,206827,1455
2018-05-26 17:06:03.189523,572246,682,208670,1357
2018-05-26 18:06:03.751791,555665,624,208297,1378
2018-05-26 19:06:03.487685,534250,735,215626,1520
2018-05-26 20:06:04.097267,517565,908,223160,1785
2018-05-26 21:06:03.863681,499879,958,227526,1858
2018-05-26 22:06:03.294418,468215,852,210560,1760
2018-05-26 23:06:03.955564,413540,828,186536,1553
2018-05-27 00:06:03.676742,363508,656,158859,1300
2018-05-27 01:06:03.344163,331438,492,140550,1083
2018-05-27 02:06:03.928850,326327,471,131646,914
2018-05-27 03:06:03.940765,347146,450,128978,828
2018-05-27 04:06:03.528985,381418,494,128788,910
2018-05-27 05:06:04.241938,414814,448,125199,890
2018-05-27 06:06:03.779485,454540,345,124187,802
2018-05-27 07:06:03.726394,511732,333,128420,776
2018-05-27 08:06:03.963963,552824,382,141119,812
2018-05-27 09:06:04.213671,583260,449,154961,856
2018-05-27 10:06:03.784040,590273,459,165005,925
2018-05-27 11:06:03.466811,537417,417,171079,896
2018-05-27 12:06:03.150872,384440,389,141168,722
2018-05-27 13:06:03.734083,450232,446,148480,825
2018-05-27 14:06:05.019968,620837,509,200929,1110
2018-05-27 15:06:03.618099,633776,620,215463,1335
2018-05-27 16:06:03.190682,643397,722,224120,1534
2018-05-27 17:06:04.357825,618935,707,225287,1496
2018-05-27 18:06:03.941402,574533,779,232810,1519
2018-05-27 19:06:03.565503,551509,820,240193,1661
2018-05-27 20:06:03.125016,536117,814,247139,1700
2018-05-27 21:06:03.718407,492838,752,239362,1570
2018-05-27 22:06:03.485255,430203,651,213711,1458
2018-05-27 23:06:03.138587,369779,660,183719,1377
2018-05-28 00:06:03.838094,318597,641,150922,1260
2018-05-28 01:06:03.437126,294628,461,129509,1048
2018-05-28 02:06:04.097725,301939,393,120457,865
2018-05-28 03:06:03.687366,310815,481,120542,888
2018-05-28 04:06:03.192426,346853,473,116518,901
2018-05-28 05:06:03.723576,376510,396,114239,820
2018-05-28 06:06:11.943866,408360,350,113126,729
2018-05-28 07:06:03.326744,431940,291,110180,615
2018-05-28 08:06:04.064432,469031,313,112081,586
2018-05-28 09:06:03.365912,514283,346,118102,637
2018-05-28 10:06:03.926424,537138,309,123524,676
2018-05-28 11:06:04.726845,504925,292,121870,639
2018-05-28 12:06:03.453697,355041,240,99702,474
2018-05-28 13:06:04.021079,419720,267,113785,561
2018-05-28 14:06:03.757323,613538,450,159392,942
2018-05-28 15:06:03.425409,655222,570,177026,1154
2018-05-28 16:06:04.058947,650711,581,192143,1178
2018-05-28 17:06:03.840925,630291,605,205052,1311
2018-05-28 18:06:03.608792,605932,671,217175,1437
2018-05-28 19:06:03.705095,581011,880,229338,1612
2018-05-28 20:06:03.800754,553343,985,242410,1899
2018-05-28 21:06:03.421731,510646,937,241492,1940
2018-05-28 22:06:03.262970,456867,793,214136,1632
2018-05-28 23:06:03.813928,387940,580,169705,1254
2018-05-29 00:06:03.393251,338317,480,140682,1041
2018-05-29 01:06:03.975669,319259,393,127352,941
2018-05-29 02:06:03.706645,339357,375,119572,931
2018-05-29 03:06:03.289656,357523,407,120373,926
2018-05-29 04:06:04.021511,359124,462,118155,880
2018-05-29 05:06:03.587258,375154,379,106703,706
2018-05-29 06:06:03.297690,397344,285,97861,592
2018-05-29 07:06:03.515088,437846,352,97856,718
2018-05-29 08:06:03.497237,477229,283,101180,601
2018-05-29 09:06:03.976540,486941,224,105282,517
2018-05-29 10:06:03.564558,485542,230,107941,479
2018-05-29 12:06:04.055415,371110,223,91067,445
2018-05-29 13:06:03.630693,257007,201,82512,417
2018-05-29 14:06:03.821737,407228,316,130259,607
2018-05-29 15:06:03.382701,553368,443,175181,881
2018-05-29 16:06:03.996080,569252,501,186620,1006
2018-05-29 17:06:03.568799,544297,547,195682,1025
2018-05-29 18:06:03.124825,531369,529,204782,1011
2018-05-29 19:06:07.359739,549185,513,217726,1133
2018-05-29 20:06:03.968391,550772,637,234070,1386
2018-05-29 21:06:04.309434,525481,724,243826,1529
2018-05-29 22:06:03.912662,458014,786,232405,1560
2018-05-29 23:06:03.565934,386184,712,198900,1379
2018-05-30 00:06:03.772081,334733,500,168426,1013
2018-05-30 01:06:03.339011,297564,423,145718,801
2018-05-30 02:06:04.511191,285068,415,129572,785
2018-05-30 03:06:04.114772,305040,388,129878,754
2018-05-30 04:06:03.664297,336770,339,127997,685
2018-05-30 05:06:03.328759,364287,316,119918,717
2018-05-30 06:06:04.067001,372296,303,101302,694
2018-05-30 07:06:03.238013,368323,315,92652,639
2018-05-30 08:06:04.104864,406028,285,95972,601
2018-05-30 09:06:03.484251,443383,265,102725,533
2018-05-30 10:06:04.067020,474125,288,111238,539
2018-05-30 11:06:03.834364,498592,308,117804,658
2018-05-30 12:06:03.737271,369584,249,97301,595
2018-05-30 13:06:03.369820,302033,215,91886,465
2018-05-30 14:06:04.057123,474880,351,130584,637
2018-05-30 15:06:03.865440,597436,491,158231,914
2018-05-30 16:06:03.753321,613688,562,168938,1048
2018-05-30 17:06:08.848186,600977,564,178245,995
2018-05-30 18:06:03.720008,569647,533,185183,994
2018-05-30 19:06:04.094812,540879,568,197149,1093
2018-05-30 20:06:03.848491,514054,739,211826,1463
2018-05-30 21:06:04.052954,474462,907,225900,1772
2018-05-30 22:06:04.089973,441906,813,222625,1610
2018-05-30 23:06:03.693280,385349,674,193650,1424
2018-05-31 00:06:03.483549,326663,610,158436,1247
2018-05-31 01:06:04.086435,303191,487,133705,995
2018-05-31 02:06:03.719425,304544,385,126315,811
2018-05-31 03:06:04.387972,311225,391,127616,856
2018-05-31 04:06:03.612059,331836,507,128317,1013
2018-05-31 05:06:03.333794,336502,520,123340,1012
2018-05-31 06:06:04.501102,352912,415,114304,850
2018-05-31 07:06:06.697731,395696,327,110006,678
2018-05-31 08:06:14.074990,428737,281,111957,608
2018-05-31 09:06:03.554307,456856,338,116632,711
2018-05-31 10:06:03.320878,467791,419,127620,798
2018-05-31 11:06:03.106656,485169,348,137934,704
2018-05-31 12:06:04.077086,350708,259,111604,566
2018-05-31 13:06:03.688236,292821,256,103559,479
2018-05-31 14:06:03.999822,454981,378,148713,698
2018-05-31 15:06:03.721364,539371,617,179156,1047
2018-05-31 16:06:03.423227,553307,698,186654,1216
2018-05-31 17:06:04.051185,552308,635,193146,1226
2018-05-31 18:06:03.627817,525087,580,197885,1155
2018-05-31 22:06:03.677219,441289,915,216784,1665
2018-05-31 23:06:03.385718,372453,694,188689,1356
2018-06-01 00:06:04.444954,309087,447,157324,879
2018-06-01 01:06:04.084712,288360,352,132420,807
2018-06-01 02:06:03.713732,290123,342,123448,816
2018-06-01 03:06:03.247733,305546,313,121443,733
2018-06-01 04:06:04.242467,323263,363,121919,885
2018-06-01 05:06:03.926187,333170,388,121909,951
2018-06-01 06:06:03.429658,359719,368,116455,829
2018-06-01 07:06:03.748292,399693,339,109246,694
2018-06-01 08:06:04.016617,443200,309,106846,772
2018-06-01 09:06:03.570951,471085,318,112025,834
2018-06-01 10:06:04.061602,497766,277,117430,684
2018-06-01 11:06:03.920519,487416,267,119603,639
2018-06-01 12:06:04.046624,341569,257,100120,529
2018-06-01 13:06:03.601705,315407,283,101631,512
2018-06-01 14:06:03.208364,501790,390,138517,744
2018-06-01 15:06:03.755717,575750,458,165998,905
2018-06-01 16:06:03.380501,571355,537,180961,1019
2018-06-01 17:11:23.309252,560051,585,188152,1075
2018-06-01 18:06:03.886258,543511,541,192358,982
2018-06-01 19:06:03.326746,513011,547,196098,1111
2018-06-01 20:06:04.028111,494802,676,201874,1483
2018-06-01 21:06:03.533097,476504,760,208698,1714
2018-06-01 22:06:03.372115,452142,777,212954,1704
2018-06-01 23:06:03.988137,396638,746,200221,1585
2018-06-02 00:06:03.705641,336233,631,176579,1342
2018-06-02 01:06:03.229412,303254,574,154845,1226
2018-06-02 02:06:03.856132,295198,563,141627,1234
2018-06-02 03:06:03.834660,314450,539,135275,1173
2018-06-02 04:06:03.401823,344328,625,133395,1407
2018-06-02 05:06:03.952145,381322,628,134493,1514
2018-06-02 06:06:03.336841,415525,479,132429,1150
2018-06-02 07:06:03.800489,453070,460,132933,1001
2018-06-02 08:06:04.071789,496708,440,139213,857
2018-06-02 09:06:03.849300,530358,410,153267,881
2018-06-02 10:06:03.411541,575142,359,160699,932
2018-06-02 11:06:03.155667,595511,394,166478,938
2018-06-02 12:06:03.786930,432041,402,143492,846
2018-06-02 13:06:03.428216,363488,378,136727,860
2018-06-02 14:06:03.958860,533768,483,180754,1061
2018-06-02 15:06:03.535050,622562,600,212159,1271
2018-06-02 16:06:03.161716,619663,805,225904,1723
2018-06-02 17:06:03.777452,588167,948,229737,1887
2018-06-02 18:06:03.569663,566015,829,223425,1714
2018-06-02 19:06:03.173348,553957,713,225514,1632
2018-06-02 20:06:03.838818,540702,901,234297,1901
2018-06-02 21:06:03.588880,516926,1045,243537,2084
2018-06-02 22:06:03.291598,485203,903,244740,1932
2018-06-02 23:06:03.946030,441543,873,226890,1870
2018-06-03 00:06:03.652809,389343,834,202416,1562
2018-06-03 01:06:03.287402,344644,632,169579,1119
2018-06-03 02:06:03.898229,327438,517,152686,941
2018-06-03 03:06:03.628456,346028,434,148082,894
2018-06-03 04:06:03.370824,365367,411,146481,922
2018-06-03 05:06:03.940800,381822,475,144770,998
2018-06-03 06:06:03.626706,397194,476,139982,1027
2018-06-03 07:06:03.635134,423256,531,141804,1069
2018-06-03 08:06:04.184807,493311,565,150728,1131
2018-06-03 09:06:04.029487,561084,512,162654,1083
2018-06-03 10:06:03.831291,592485,501,172533,1066
2018-06-03 11:06:03.549302,593549,519,184470,1128
2018-06-03 12:06:04.049683,428981,476,153458,1006
2018-06-03 13:06:03.680514,386866,428,148872,916
2018-06-03 14:06:03.350316,573951,503,195563,1170
2018-06-03 15:06:04.191044,658806,741,226438,1647
2018-06-03 16:06:03.818914,668843,882,241163,1760
2018-06-03 17:06:03.458723,630847,887,236025,1757
2018-06-03 18:06:03.295099,572081,877,242908,1868
2018-06-03 19:06:03.970822,546954,823,247207,1839
2018-06-03 20:06:03.600916,544319,922,250663,2033
2018-06-03 21:06:03.245405,529157,1113,260564,2366
2018-06-03 22:06:04.341368,464699,1145,253140,2346
2018-06-03 23:06:04.067963,392391,906,215491,1882
2018-06-04 00:06:03.712185,351729,728,170344,1552
2018-06-04 01:06:03.931018,314750,658,142351,1205
2018-06-04 02:06:03.602724,314769,508,132713,922
2018-06-04 03:06:03.407150,328175,553,129479,1032
2018-06-04 04:06:04.159619,351477,539,124927,1013
2018-06-04 05:06:04.013075,364022,416,119567,888
2018-06-04 06:06:04.726798,368360,365,111739,803
2018-06-04 07:06:03.207242,386856,329,105403,691
2018-06-04 08:06:03.724872,409227,301,102972,614
2018-06-04 09:06:03.434788,446280,277,105213,550
2018-06-04 10:06:04.028559,472441,289,110184,595
2018-06-04 11:06:03.792233,484236,281,116068,678
2018-06-04 12:06:03.110222,349011,226,96859,550
2018-06-04 13:06:03.719650,312511,244,97230,525
2018-06-04 14:06:03.387033,475392,372,133503,774
2018-06-04 15:06:04.093653,577211,466,150878,1028
2018-06-04 16:06:03.943804,588138,475,160016,1033
2018-06-04 17:06:03.674058,579266,517,173135,1058
2018-06-04 18:06:04.025697,578068,559,186168,1175
2018-06-04 19:06:04.000800,565677,627,199350,1335
2018-06-04 20:06:03.863210,553385,742,215062,1462
2018-06-04 21:06:03.765040,518534,855,223533,1672
2018-06-04 22:06:03.499722,465079,841,215553,1777
2018-06-04 23:06:03.171460,402557,721,183449,1529
2018-06-05 00:06:03.886745,350378,605,149893,1251
2018-06-05 01:06:03.678242,298823,457,131187,955
2018-06-05 02:06:03.509524,286994,392,125070,867
2018-06-05 03:06:03.262398,314397,413,125858,913
2018-06-05 04:06:04.061330,350068,462,127585,1004
2018-06-05 05:06:03.989485,355600,384,121211,848
2018-06-05 06:06:03.747311,379863,311,110229,657
2018-06-05 07:06:03.470075,415520,307,102912,607
2018-06-05 08:06:03.966399,447812,283,100874,561
2018-06-05 09:06:03.935965,473528,280,104858,565
2018-06-05 10:06:03.528928,493372,298,113170,648
2018-06-05 11:06:03.385700,482643,298,112622,654
2018-06-05 15:06:03.952394,159869,121,45228,236
2018-06-05 16:06:03.796155,470546,383,138176,767
2018-06-05 17:06:03.469156,577900,562,178983,1139
2018-06-05 18:06:03.324662,549509,617,194402,1176
2018-06-05 19:06:04.093810,541275,655,210201,1309
2018-06-05 20:06:03.878106,526136,746,224657,1583
2018-06-05 21:06:03.573805,475972,824,228926,1753
2018-06-05 22:06:03.265073,411361,806,207165,1702
2018-06-05 23:06:04.097298,348368,664,170127,1258
2018-06-06 00:06:03.823584,321763,447,137904,1019
2018-06-06 01:06:03.459995,314925,375,126993,935
2018-06-06 02:06:03.262648,331907,402,125147,849
2018-06-06 03:06:03.988917,374626,456,126685,909
2018-06-06 04:06:03.747849,382995,433,126672,863
2018-06-06 05:06:03.512280,384588,337,120291,733
2018-06-06 06:06:04.221008,405726,296,111226,642
2018-06-06 07:06:03.401421,436672,296,104831,565
2018-06-06 08:06:03.766644,475668,301,107211,505
2018-06-06 09:06:03.675693,507514,314,113717,577
2018-06-06 10:06:03.386956,511236,336,116694,792
2018-06-06 11:06:03.246801,473190,373,119151,986
2018-06-06 12:06:03.885838,324572,301,92884,708
2018-06-06 13:06:03.564155,350059,285,101109,548
2018-06-06 14:06:03.344814,533716,413,146338,904
2018-06-06 15:06:04.098491,602812,552,159624,1182
2018-06-06 16:06:03.746533,580739,533,167593,1089
2018-06-06 17:06:03.452600,553702,423,175638,987
2018-06-06 18:06:03.197402,537198,459,187137,1087
2018-06-06 19:06:03.801710,529852,587,201868,1230
2018-06-06 20:06:03.577394,507452,650,213974,1352
2018-06-06 21:06:03.793518,463151,818,222296,1675
2018-06-06 22:06:03.553248,405132,824,207899,1582
2018-06-06 23:06:03.233279,363062,591,169293,1055
2018-06-07 00:06:03.888642,338398,419,139681,799
2018-06-07 01:06:03.479860,329431,376,128937,778
2018-06-07 02:06:03.100115,335329,438,124919,877
2018-06-07 03:06:03.795461,353860,540,124382,1072
2018-06-07 04:06:03.606304,370298,490,120425,1026
2018-06-07 05:06:03.796808,374953,379,112492,835
2018-06-07 06:06:04.407431,383483,310,105464,661
2018-06-07 07:06:06.216379,420428,227,102776,505
2018-06-07 08:06:12.954140,473453,218,104246,532
2018-06-07 09:06:03.559706,503694,256,107730,577
2018-06-07 10:06:03.378197,492794,257,117493,601
2018-06-07 11:06:03.164169,446068,246,120684,643
2018-06-07 12:06:03.277644,295528,211,88992,496
2018-06-07 13:06:03.209247,368367,229,91013,508
2018-06-07 14:06:06.187629,573520,396,143348,978
2018-06-07 15:06:03.971033,614189,451,162853,1051
2018-06-07 16:06:04.194402,604189,437,166800,929
2018-06-07 17:06:03.938413,556507,428,172906,1025
2018-06-07 18:06:03.822115,524671,465,186157,1082
2018-06-07 19:06:03.367974,514798,630,200908,1365
2018-06-07 20:06:03.926244,486601,818,213051,1553
2018-06-07 21:06:03.782666,453924,769,209593,1402
2018-06-07 22:06:03.604604,410300,665,189901,1319
2018-06-07 23:06:03.627798,351744,585,160015,1157
2018-06-08 00:06:03.576694,306640,468,134111,903
2018-06-08 01:06:03.367919,296785,382,121166,790
2018-06-08 02:06:03.329995,313959,365,117040,790
2018-06-08 03:06:03.422190,324616,405,121757,819
2018-06-08 04:06:03.237290,346174,416,120967,805
2018-06-08 05:06:03.820063,374869,376,116481,760
2018-06-08 06:06:04.037667,409811,313,109866,674
2018-06-08 07:06:03.234975,444769,312,104831,672
2018-06-08 08:06:04.243052,473431,288,108149,677
2018-06-08 09:06:03.968872,493344,277,112861,727
2018-06-08 10:06:03.714224,511468,297,116726,745
2018-06-08 11:06:03.596479,455664,311,117468,705
2018-06-08 12:06:03.958522,306735,276,94260,571
2018-06-08 13:06:03.550787,362920,328,104656,661
2018-06-08 14:06:03.383120,532456,447,153384,967
2018-06-08 15:06:03.939515,571412,547,170815,1099
2018-06-08 16:06:03.767182,589799,588,179630,1138
2018-06-08 17:06:03.432462,586743,529,184983,1133
2018-06-08 18:06:03.310287,566392,553,188453,1194
2018-06-08 19:06:03.285459,542430,629,199464,1465
2018-06-08 20:06:04.031672,518576,821,217949,1974
2018-06-08 21:06:03.782663,488703,927,224869,2100
2018-06-08 22:06:03.549958,432954,859,214558,1831
2018-06-08 23:06:03.441801,375122,813,186699,1736
2018-06-09 00:06:03.222412,329512,694,158554,1496
2018-06-09 01:06:03.817519,301182,549,139778,1159
2018-06-09 02:06:03.373298,310669,498,134161,1080
2018-06-09 03:06:03.737636,351136,473,136404,1205
2018-06-09 04:06:03.697231,375626,516,133466,1312
2018-06-09 05:06:03.392248,401991,538,130368,1187
2018-06-09 06:06:03.118459,442055,522,129749,1116
2018-06-09 07:06:03.839184,486506,453,130993,1098
2018-06-09 08:06:03.555673,527515,399,135448,1027
